category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,nx,ny,nz,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk64,32,128,128,128,2097152,12.779,3.49,4.427686e-06,13.19,12.34,1.00,C4/build_miyabi_g_gpu_chunk64/run_miyabi_g_gpu.sh.o1432496
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk8,32,128,128,128,2097152,3.061,14.59,4.427686e-06,3.45,3.02,0.56,C4/build_miyabi_g_gpu_chunk8/run_miyabi_g_gpu.sh.o1432491
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk1,32,128,128,128,2097152,2.731,16.35,4.427686e-06,6.30,2.91,2.19,C4/build_wisteria_a_gpu_chunk1/run_wisteria_a_gpu.sh.8496310.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk128,32,128,128,128,2097152,29.385,1.52,4.427686e-06,31.72,29.53,2.13,C4/build_wisteria_a_gpu_chunk128/run_wisteria_a_gpu.sh.8496337.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk16,32,128,128,128,2097152,6.200,7.20,4.427686e-06,8.83,6.38,2.12,C4/build_wisteria_a_gpu_chunk16/run_wisteria_a_gpu.sh.8496329.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk2,32,128,128,128,2097152,2.806,15.91,4.427686e-06,5.77,3.02,2.16,C4/build_wisteria_a_gpu_chunk2/run_wisteria_a_gpu.sh.8496324.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk256,32,128,128,128,2097152,29.399,1.52,4.427686e-06,32.11,29.55,2.12,C4/build_wisteria_a_gpu_chunk256/run_wisteria_a_gpu.sh.8496338.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk32,32,128,128,128,2097152,11.145,4.01,4.427686e-06,13.58,11.32,2.13,C4/build_wisteria_a_gpu_chunk32/run_wisteria_a_gpu.sh.8496332.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk4,32,128,128,128,2097152,3.116,14.33,4.427686e-06,5.48,3.29,2.14,C4/build_wisteria_a_gpu_chunk4/run_wisteria_a_gpu.sh.8496325.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk512,32,128,128,128,2097152,29.410,1.52,4.427686e-06,31.76,29.55,2.14,C4/build_wisteria_a_gpu_chunk512/run_wisteria_a_gpu.sh.8496339.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk64,32,128,128,128,2097152,16.275,2.74,4.427686e-06,18.90,16.44,2.16,C4/build_wisteria_a_gpu_chunk64/run_wisteria_a_gpu.sh.8496334.out
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,chunk8,32,128,128,128,2097152,4.041,11.05,4.427686e-06,6.39,4.21,2.13,C4/build_wisteria_a_gpu_chunk8/run_wisteria_a_gpu.sh.8496328.out
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,128,128,128,2097152,22.763,1.96,4.555220e-06,22.86,22.84,0.00,org_cpp/build_miyabi_g_cpu/run_miyabi_g_cpu.sh.o1460674
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,32,32,32,32768,4.696620e-01,2.972062e+01,4.467876e-06,2.393607e+00,8.805780e-01,1.704727e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,64,64,64,262144,2.470520e-01,1.130017e+02,1.146017e-05,1.990068e+00,6.479600e-01,1.532809e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,3.124710e-01,1.786872e+02,4.642701e-06,2.010079e+00,7.117840e-01,1.543885e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,256,256,256,16777216,6.133030e-01,1.820783e+02,9.780909e-07,2.361799e+00,1.236228e+00,1.579658e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,512,512,512,134217728,2.516293e+00,8.875687e+01,2.556756e-07,4.227942e+00,2.910005e+00,1.551658e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,4.566270e-01,3.056903e+01,4.467876e-06,2.306425e+00,8.533450e-01,1.631049e+00,../results/wisteria/kokkos-mdrange-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,2.583120e-01,1.080758e+02,1.146017e-05,1.954973e+00,6.257960e-01,1.556791e+00,../results/wisteria/kokkos-mdrange-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,3.112350e-01,1.793968e+02,4.642701e-06,2.078937e+00,6.933270e-01,1.554039e+00,../results/wisteria/kokkos-mdrange-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,6.175500e-01,1.808261e+02,9.780909e-07,2.321858e+00,1.025365e+00,1.515989e+00,../results/wisteria/kokkos-mdrange-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,2.512811e+00,8.887986e+01,2.556756e-07,4.271444e+00,2.955606e+00,1.545021e+00,../results/wisteria/kokkos-mdrange-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,32,32,32,32768,4.365240e-01,3.197681e+01,4.467876e-06,2.326493e+00,8.105070e-01,1.659043e+00,../results/wisteria/kokkos-range-baseline-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,64,64,64,262144,1.320070e-01,2.114834e+02,1.146017e-05,1.849202e+00,4.939190e-01,1.567987e+00,../results/wisteria/kokkos-range-baseline-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,128,128,128,2097152,7.857200e-02,7.106167e+02,4.642701e-06,1.829070e+00,4.795940e-01,1.535848e+00,../results/wisteria/kokkos-range-baseline-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,256,256,256,16777216,1.099850e-01,1.015313e+03,9.780909e-07,1.831660e+00,4.975290e-01,1.555692e+00,../results/wisteria/kokkos-range-baseline-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,512,512,512,134217728,2.024330e-01,1.103270e+03,2.556756e-07,1.900617e+00,6.067960e-01,1.521320e+00,../results/wisteria/kokkos-range-baseline-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,32,32,32,32,32768,1.402112e+01,9.955438e-01,4.467876e-06,1.584844e+01,1.434690e+01,1.688056e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,32,64,64,64,262144,2.156277e+01,1.294698e+00,1.146017e-05,2.326275e+01,2.192293e+01,1.533337e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,32,128,128,128,2097152,4.169622e+01,1.339080e+00,4.642701e-06,4.344293e+01,4.230314e+01,1.538323e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,32,256,256,256,16777216,4.144642e+01,2.694301e+00,9.780909e-07,4.317340e+01,4.178135e+01,1.557765e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,32,512,512,512,134217728,4.151513e+01,5.379684e+00,2.556756e-07,4.329477e+01,4.191052e+01,1.548121e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,32,32,32,32768,4.331810e-01,3.222358e+01,4.467876e-06,2.282905e+00,8.285060e-01,1.643790e+00,../results/wisteria/kokkos-range-uvm-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,64,64,64,262144,1.318720e-01,2.116999e+02,1.146017e-05,1.853056e+00,5.315680e-01,1.547693e+00,../results/wisteria/kokkos-range-uvm-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,128,128,128,2097152,7.854200e-02,7.108881e+02,4.642701e-06,1.874713e+00,7.658320e-01,1.543182e+00,../results/wisteria/kokkos-range-uvm-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,256,256,256,16777216,1.100300e-01,1.014897e+03,9.780909e-07,1.909365e+00,5.058020e-01,1.565797e+00,../results/wisteria/kokkos-range-uvm-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,512,512,512,134217728,1.832120e-01,1.219016e+03,2.556756e-07,1.924002e+00,5.880280e-01,1.553727e+00,../results/wisteria/kokkos-range-uvm-fused.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,1.392750e+01,1.002236e+00,4.467876e-06,1.573719e+01,1.429033e+01,1.635239e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,2.155788e+01,1.294992e+00,1.146017e-05,2.327393e+01,2.189288e+01,1.547502e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,4.041518e+01,1.381525e+00,4.642701e-06,4.212022e+01,4.070816e+01,1.542487e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,4.139462e+01,2.697673e+00,9.780909e-07,4.314371e+01,4.171081e+01,1.555490e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,4.139477e+01,5.395327e+00,2.556756e-07,4.328630e+01,4.200594e+01,1.549487e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,32,32,32,32,32768,1.413465e+01,9.875476e-01,4.467876e-06,1.594029e+01,1.448982e+01,1.625279e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,32,64,64,64,262144,1.395952e+01,1.999875e+00,1.146017e-05,1.567312e+01,1.431104e+01,1.531289e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,32,128,128,128,2097152,1.390735e+01,4.014753e+00,4.642701e-06,1.565150e+01,1.455413e+01,1.518893e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,32,256,256,256,16777216,1.450284e+01,7.699813e+00,9.780909e-07,1.623025e+01,1.486111e+01,1.547810e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,32,512,512,512,134217728,1.490994e+01,1.497915e+01,2.556756e-07,1.672889e+01,1.568680e+01,1.563350e+00,../results/wisteria/kokkos-team-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,1.404901e+01,9.935678e-01,4.467876e-06,1.589173e+01,1.439945e+01,1.630619e+00,../results/wisteria/kokkos-team-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,1.397073e+01,1.998270e+00,1.146017e-05,1.567636e+01,1.433070e+01,1.523366e+00,../results/wisteria/kokkos-team-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,1.390151e+01,4.016440e+00,4.642701e-06,1.560624e+01,1.426503e+01,1.527749e+00,../results/wisteria/kokkos-team-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,1.454514e+01,7.677418e+00,9.780909e-07,1.630439e+01,1.520165e+01,1.530523e+00,../results/wisteria/kokkos-team-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,1.489033e+01,1.499888e+01,2.556756e-07,1.668788e+01,1.562973e+01,1.531404e+00,../results/wisteria/kokkos-team-uvm.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,32,32,32,32768,4.025640e-01,3.467435e+01,4.777080e-06,2.185986e+00,4.153260e-01,1.604446e+00,../results/wisteria/nonkokkos-openacc-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,64,64,64,262144,1.248340e-01,2.236353e+02,1.214079e-05,1.857733e+00,1.321050e-01,1.545300e+00,../results/wisteria/nonkokkos-openacc-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,128,128,128,2097152,8.074800e-02,6.914670e+02,4.813602e-06,1.770795e+00,9.453700e-02,1.527308e+00,../results/wisteria/nonkokkos-openacc-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,256,256,256,16777216,1.241150e-01,8.997232e+02,1.186005e-06,1.825035e+00,1.442810e-01,1.522782e+00,../results/wisteria/nonkokkos-openacc-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openacc,auto.def,managed,baseline,,32,512,512,512,134217728,2.417490e-01,9.238437e+02,3.069118e-07,2.037359e+00,3.029680e-01,1.524564e+00,../results/wisteria/nonkokkos-openacc-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,32,32,32,32768,4.146770e-01,3.366149e+01,4.777080e-06,2.107979e+00,4.259250e-01,1.524178e+00,../results/wisteria/nonkokkos-openmp-target-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,64,64,64,262144,1.288070e-01,2.167373e+02,1.214079e-05,1.937013e+00,1.431170e-01,1.557268e+00,../results/wisteria/nonkokkos-openmp-target-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,128,128,128,2097152,8.233400e-02,6.781472e+02,4.813602e-06,1.781456e+00,9.888400e-02,1.537988e+00,../results/wisteria/nonkokkos-openmp-target-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,256,256,256,16777216,1.316280e-01,8.483693e+02,1.186005e-06,1.930065e+00,1.523820e-01,1.551083e+00,../results/wisteria/nonkokkos-openmp-target-auto.def.log
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,512,512,512,134217728,2.568050e-01,8.696805e+02,3.069118e-07,1.985968e+00,3.252160e-01,1.521594e+00,../results/wisteria/nonkokkos-openmp-target-auto.def.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,32,32,32,32768,3.311530e-01,4.215165e+01,4.467876e-06,6.137321e-01,4.261240e-01,3.007930e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,32,32,32,32768,3.327190e-01,4.195325e+01,4.467876e-06,4.968450e-01,4.386710e-01,1.880020e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,32,32,32,32768,3.271520e-01,4.266715e+01,4.467876e-06,4.874029e-01,4.290130e-01,1.892700e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,64,64,64,262144,1.455070e-01,1.918622e+02,1.146017e-05,3.050821e-01,2.384460e-01,1.963670e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,64,64,64,262144,1.451600e-01,1.923208e+02,1.146017e-05,3.072839e-01,1.972720e-01,2.395450e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,64,64,64,262144,1.445210e-01,1.931711e+02,1.146017e-05,3.107400e-01,2.200840e-01,2.200840e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,1.672810e-01,3.337771e+02,4.642701e-06,3.301890e-01,2.238970e-01,2.363350e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,1.669080e-01,3.345231e+02,4.642701e-06,3.333430e-01,2.382520e-01,2.242370e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,1.672960e-01,3.337472e+02,4.642701e-06,3.285141e-01,2.362610e-01,2.223630e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,256,256,256,16777216,3.005380e-01,3.715642e+02,9.780909e-07,4.612062e-01,3.582310e-01,2.320930e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,256,256,256,16777216,3.006720e-01,3.713986e+02,9.780909e-07,4.691670e-01,3.002220e-01,3.002220e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,256,256,256,16777216,3.008650e-01,3.711603e+02,9.780909e-07,4.677691e-01,3.946890e-01,2.037100e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,512,512,512,134217728,1.069773e+00,2.087717e+02,2.556756e-07,1.316329e+00,1.196922e+00,1.773210e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,512,512,512,134217728,1.069954e+00,2.087364e+02,2.556756e-07,1.237701e+00,1.192359e+00,1.766450e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,512,512,512,134217728,1.069708e+00,2.087844e+02,2.556756e-07,1.242660e+00,1.175236e+00,1.977030e-01,diffusion/results/miyabi/kokkos-mdrange-baseline.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,3.355080e-01,4.160450e+01,4.467876e-06,6.087279e-01,4.209500e-01,3.040190e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,3.316070e-01,4.209394e+01,4.467876e-06,4.981301e-01,4.158230e-01,2.142120e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,32,32,32,32768,3.317500e-01,4.207579e+01,4.467876e-06,4.924750e-01,4.255370e-01,2.002520e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,1.440690e-01,1.937772e+02,1.146017e-05,3.042021e-01,2.259790e-01,2.118550e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,1.442020e-01,1.935985e+02,1.146017e-05,3.057482e-01,1.977930e-01,2.401780e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,64,64,64,262144,1.431400e-01,1.950348e+02,1.146017e-05,3.047819e-01,2.043550e-01,2.335490e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,1.665610e-01,3.352200e+02,4.642701e-06,3.302460e-01,2.373840e-01,2.234200e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,1.662540e-01,3.358390e+02,4.642701e-06,3.261399e-01,2.585400e-01,2.010870e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,1.664900e-01,3.353629e+02,4.642701e-06,3.281491e-01,2.510030e-01,2.091690e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,2.982870e-01,3.743681e+02,9.780909e-07,4.633350e-01,3.030910e-01,2.920690e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,2.982310e-01,3.744384e+02,9.780909e-07,4.713948e-01,4.029310e-01,2.014650e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,256,256,256,16777216,2.985860e-01,3.739933e+02,9.780909e-07,4.675939e-01,3.834110e-01,2.172660e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,1.072379e+00,2.082643e+02,2.556756e-07,1.274157e+00,9.980480e-01,4.105440e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,1.072313e+00,2.082772e+02,2.556756e-07,1.275319e+00,1.243479e+00,1.650630e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,,32,512,512,512,134217728,1.072302e+00,2.082793e+02,2.556756e-07,1.276806e+00,1.243632e+00,1.650830e-01,diffusion/results/miyabi/kokkos-mdrange-uvm.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,32,32,32,32768,3.185950e-01,4.381313e+01,4.467876e-06,5.937750e-01,4.110960e-01,2.989790e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,32,32,32,32768,3.173240e-01,4.398862e+01,4.467876e-06,4.914949e-01,4.189880e-01,2.031450e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,32,32,32,32768,3.185250e-01,4.382276e+01,4.467876e-06,4.938211e-01,4.148730e-01,2.137220e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,64,64,64,262144,9.163200e-02,3.046674e+02,1.146017e-05,2.633681e-01,1.329480e-01,2.658960e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,64,64,64,262144,9.220300e-02,3.027807e+02,1.146017e-05,2.703669e-01,1.586760e-01,2.452260e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,64,64,64,262144,9.085800e-02,3.072628e+02,1.146017e-05,2.672210e-01,1.389100e-01,2.631980e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,128,128,128,2097152,4.714000e-02,1.184442e+03,4.642701e-06,2.202120e-01,7.620000e-02,2.743210e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,128,128,128,2097152,4.666800e-02,1.196421e+03,4.642701e-06,1.466701e-01,7.374400e-02,2.027980e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,128,128,128,2097152,4.708000e-02,1.185951e+03,4.642701e-06,1.420770e-01,1.586170e-01,1.586170e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,256,256,256,16777216,5.710900e-02,1.955369e+03,9.780909e-07,1.645041e-01,1.303610e-01,1.676070e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,256,256,256,16777216,5.731000e-02,1.948511e+03,9.780909e-07,1.589451e-01,1.384550e-01,1.553400e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,256,256,256,16777216,5.719700e-02,1.952360e+03,9.780909e-07,1.584132e-01,1.392260e-01,1.528090e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline-fused,kokkos-default,fused,,32,512,512,512,134217728,1.040880e-01,2.145668e+03,2.556756e-07,2.027061e-01,1.750300e-01,1.604440e-01,diffusion/results/miyabi/kokkos-range-baseline-fused.log
