category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,nx,ny,nz,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,32,32,32,32768,2.260405e+00,6.175284,6.601073e-06,,,,Miyabi/C/log/bench.cpu.32_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,64,64,64,262144,1.553311e+00,17.97276,1.682844e-05,,,,Miyabi/C/log/bench.cpu.32_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,128,128,128,2097152,1.049068e+00,53.22303,8.418465e-06,,,,Miyabi/C/log/bench.cpu.32_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,256,256,256,16777216,9.331330e-01,119.6712,1.957614e-06,,,,Miyabi/C/log/bench.cpu.32_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,512,512,512,134217728,1.544666e+00,144.5868,5.098522e-07,,,,Miyabi/C/log/bench.cpu.32_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,32,32,32,32768,2.163609e+00,6.451556,1.820045e-15,,,,Miyabi/C/log/bench.cpu.64_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,64,64,64,262144,1.289085e+00,21.65667,1.448847e-07,,,,Miyabi/C/log/bench.cpu.64_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,128,128,128,2097152,1.522026e+00,36.68438,4.691528e-06,,,,Miyabi/C/log/bench.cpu.64_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,256,256,256,16777216,2.168819e+00,51.48846,1.877011e-07,,,,Miyabi/C/log/bench.cpu.64_run.csv
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,512,512,512,134217728,1.668311e+00,133.8709,7.088435e-09,,,,Miyabi/C/log/bench.cpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,32,32,32,32,32768,2.959830e-01,47.16029,4.777080e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,32,64,64,64,262144,8.173300e-02,341.5669,1.214079e-05,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,32,128,128,128,2097152,4.195600e-02,1330.789,4.813459e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,32,256,256,256,16777216,5.626100e-02,1984.841,1.186536e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,32,512,512,512,134217728,1.330720e-01,1678.327,3.065428e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,64,32,32,32,32768,3.037740e-01,45.95075,4.342730e-15,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,64,64,64,64,262144,8.460600e-02,329.9682,1.448847e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,64,128,128,128,2097152,4.706800e-02,1186.253,4.691528e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,64,256,256,256,16777216,7.406300e-02,1507.759,1.877011e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.def,managed,baseline,,64,512,512,512,134217728,1.966050e-01,1135.975,7.088435e-09,,,,Miyabi/C1.C++.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,32,32,32,32768,2.917600e-01,47.8429,4.777080e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,64,64,64,262144,8.407800e-02,332.0403,1.214079e-05,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,128,128,128,2097152,4.272800e-02,1306.744,4.813459e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,256,256,256,16777216,6.160300e-02,1812.723,1.186536e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,32,512,512,512,134217728,3.754700e-01,594.8233,3.065428e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,32,32,32,32768,2.905310e-01,48.04528,4.342730e-15,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,64,64,64,262144,8.436700e-02,330.9029,1.448847e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,128,128,128,2097152,4.909800e-02,1137.207,4.691528e-06,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,256,256,256,16777216,7.998100e-02,1396.196,1.877011e-07,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.def,unified,baseline,,64,512,512,512,134217728,2.651630e-01,842.268,7.088435e-09,,,,Miyabi/C1.C++.std.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,32,32,32,32,32768,2.941650e-01,47.45175,4.777080e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,32,64,64,64,262144,8.268700e-02,337.6261,1.214079e-05,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,32,128,128,128,2097152,4.217900e-02,1323.753,4.813459e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,32,256,256,256,16777216,5.631200e-02,1983.044,1.186536e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,32,512,512,512,134217728,1.341810e-01,1664.455,3.065428e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,64,32,32,32,32768,2.949460e-01,47.3261,4.342730e-15,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,64,64,64,64,262144,8.370400e-02,333.5239,1.448847e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,64,128,128,128,2097152,4.732100e-02,1179.911,4.691528e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,64,256,256,256,16777216,7.527800e-02,1483.423,1.877011e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,stdpar,auto.opt,managed,baseline,,64,512,512,512,134217728,1.958530e-01,1140.336,7.088435e-09,,,,Miyabi/C2.C++.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,32,32,32,32768,2.899840e-01,48.13591,4.777080e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,64,64,64,262144,8.180500e-02,341.2663,1.214079e-05,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,128,128,128,2097152,4.292800e-02,1300.656,4.813459e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,256,256,256,16777216,6.280400e-02,1778.058,1.186536e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,512,512,512,134217728,1.765970e-01,1264.678,3.065428e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,32,32,32,32768,3.092320e-01,45.13971,4.342730e-15,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,64,64,64,262144,8.501700e-02,328.373,1.448847e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,128,128,128,2097152,4.966700e-02,1124.179,4.691528e-06,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,256,256,256,16777216,8.180500e-02,1365.065,1.877011e-07,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,512,512,512,134217728,2.552470e-01,874.9889,7.088435e-09,,,,Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,32,32,32,32768,3.003659E-01,46.47213,4.773022E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,64,64,64,262144,9.110808E-02,306.4194,1.213484E-05,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,128,128,128,2097152,5.455112E-02,1023.527,4.812572E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,256,256,256,16777216,7.844305E-02,1423.57,1.187990E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,32,512,512,512,134217728,1.765780E-01,1264.814,3.071072E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,32,32,32,32768,2.658041E-01,52.51479,1.045213E-08,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,64,64,64,262144,8.363104E-02,333.8149,1.452837E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,128,128,128,2097152,5.510998E-02,1013.148,4.690441E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,256,256,256,16777216,9.485507E-02,1177.261,1.864060E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.def,managed,baseline,,64,512,512,512,134217728,3.203599E-01,697.148,3.114810E-09,,,,Miyabi/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,32,32,32,32768,2.651131E-01,52.65165,4.773022E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,64,64,64,262144,8.216405E-02,339.775,1.213484E-05,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,128,128,128,2097152,5.347395E-02,1044.145,4.812572E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,256,256,256,16777216,8.744001E-02,1277.094,1.187990E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,32,512,512,512,134217728,2.824121E-01,790.8243,3.071072E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,32,32,32,32768,2.697020E-01,51.75581,1.045213E-08,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,64,64,64,262144,8.332896E-02,335.025,1.452837E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,128,128,128,2097152,5.557394E-02,1004.69,4.690441E-06,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,256,256,256,16777216,9.586906E-02,1164.809,1.864060E-07,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.def,unified,baseline,,64,512,512,512,134217728,3.063071E-01,729.132,3.114810E-09,,,,Miyabi/D1.F90.acc.auto.def/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,32,32,32,32768,2.989070E-01,46.69895,4.773022E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,64,64,64,262144,9.014511E-02,309.6928,1.213484E-05,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,128,128,128,2097152,5.465794E-02,1021.527,4.812572E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,256,256,256,16777216,7.930803E-02,1408.043,1.187990E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,512,512,512,134217728,1.777701E-01,1256.332,3.071072E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,32,32,32,32768,3.018119E-01,46.24948,1.045213E-08,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,64,64,64,262144,9.233904E-02,302.3346,1.452837E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,128,128,128,2097152,5.646396E-02,988.8534,4.690441E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,256,256,256,16777216,8.469391E-02,1318.503,1.864060E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,512,512,512,134217728,2.107639E-01,1059.661,3.114810E-09,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,32,32,32,32768,2.590358E-01,53.88692,4.773022E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,64,64,64,262144,8.116698E-02,343.9488,1.213484E-05,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,128,128,128,2097152,5.334377E-02,1046.693,4.812572E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,256,256,256,16777216,8.613992E-02,1296.369,1.187990E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,512,512,512,134217728,2.458389E-01,908.4743,3.071072E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,32,32,32,32768,2.669201E-01,52.29522,1.045213E-08,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,64,64,64,262144,8.290696E-02,336.7303,1.452837E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,128,128,128,2097152,5.607104E-02,995.7827,4.690441E-06,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,256,256,256,16777216,9.364009E-02,1192.536,1.864060E-07,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,f90,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,512,512,512,134217728,3.055339E-01,730.9772,3.114810E-09,,,,Miyabi/D2.F90.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,32,32,32,32768,3.051300E-01,45.74655,4.773022E-06,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,64,64,64,262144,9.046006E-02,308.6145,1.213484E-05,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,128,128,128,2097152,5.420399E-02,1030.082,4.812572E-06,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,256,256,256,16777216,7.474709E-02,1493.96,1.187990E-06,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,512,512,512,134217728,1.405151E-01,1589.426,3.071072E-07,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,32,32,32,32768,3.033099E-01,46.02106,1.045213E-08,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,64,64,64,262144,9.152508E-02,305.0234,1.452837E-07,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,128,128,128,2097152,5.525184E-02,1010.547,4.690441E-06,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,256,256,256,16777216,7.680798E-02,1453.874,1.864060E-07,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,512,512,512,134217728,1.458251E-01,1531.549,3.114810E-09,,,,Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,32,32,32,32768,3.012090E-01,46.34206,4.773022E-06,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,64,64,64,262144,9.106398E-02,306.5679,1.213484E-05,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,128,128,128,2097152,5.397701E-02,1034.414,4.812572E-06,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,256,256,256,16777216,7.463288E-02,1496.246,1.187990E-06,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,512,512,512,134217728,1.404979E-01,1589.62,3.071072E-07,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,32,32,32,32768,3.046460E-01,45.81922,1.045213E-08,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,64,64,64,262144,9.174705E-02,304.2854,1.452837E-07,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,128,128,128,2097152,5.478191E-02,1019.215,4.690441E-06,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,256,256,256,16777216,7.636499E-02,1462.308,1.864060E-07,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,512,512,512,134217728,1.457200E-01,1532.654,3.114810E-09,,,,Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,32,32,32,32768,2.607040E-01,53.54211,4.773022E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,64,64,64,262144,8.087683E-02,345.1828,1.213484E-05,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,128,128,128,2097152,5.184793E-02,1076.891,4.812572E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,256,256,256,16777216,7.757807E-02,1439.442,1.187990E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,32,512,512,512,134217728,1.716490E-01,1301.134,3.071072E-07,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,32,32,32,32768,2.695599E-01,51.78309,1.045213E-08,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,64,64,64,262144,8.392787E-02,332.6343,1.452837E-07,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,128,128,128,2097152,5.610895E-02,995.1099,4.690441E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,256,256,256,16777216,9.555006E-02,1168.698,1.864060E-07,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.def,managed,baseline,,64,512,512,512,134217728,7.440810E-01,300.1532,3.114810E-09,,,,Miyabi/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,32,32,32,32768,2.646608E-01,52.74163,4.773022E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,64,64,64,262144,8.264303E-02,337.8057,1.213484E-05,,,,Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,128,128,128,2097152,5.326486E-02,1048.244,4.812572E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,256,256,256,16777216,8.656907E-02,1289.943,1.187990E-06,,,,Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.def,unified,baseline,,32,512,512,512,134217728,2.273841E-01,982.2072,3.071072E-07,,,,Miyabi/E1.F90.omp.auto.def/log/bench.uni.32_run.csv
