category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.049569,99.77208,111081.4,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,4913,0.006642,2.827148,1736.631,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,35937,0.014653,20.60932,13887.12,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,f90,openmp-target,auto.opt,unified,nthreads,NTHREADS=128,32,274625,0.050627,97.68685,111081.4,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.004813,2.984528,1736.636,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.010459,21.32165,13887.39,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.040379,86.58834,111087.8,,,,mizuho/Miyabi/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.007841,2.394914,1736.643,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.018429,15.52938,13887.51,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.085909,52.21886,111089.4,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.006044,2.376673,1736.636,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.014457,15.42556,13887.39,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.06705,52.1455,111087.8,,,,mizuho/Miyabi/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,4913,0.003557,4.038385,1736.636,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,35937,0.009918,22.48515,13887.39,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,64,274625,0.046829,74.66219,111087.8,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.007438,2.524651,1736.643,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.017616,16.24609,13887.51,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.068095,65.87948,111089.4,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,4913,0.004556,4.121698,1736.643,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,35937,0.011971,23.90708,13887.51,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,uni,cpp,openacc,auto.opt,unified,nthreads,NTHREADS=128,32,274625,0.056092,79.97709,111089.4,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.uni.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.005677,2.530287,1736.636,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.014177,15.73011,13887.39,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.054233,64.46905,111087.8,,,,mizuho/Miyabi/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,4913,0.005766,3.256627,1736.632,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,35937,0.013582,22.23442,13887.12,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,274625,0.070826,69.57775,111081.5,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,4913,0.004824,2.977596,1736.636,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,35937,0.010319,21.61132,13887.39,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,274625,0.078707,44.42242,111087.8,,,,mizuho/Miyabi/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,4913,0.007515,2.342082,1736.626,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,35937,0.016944,14.36009,13887.06,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,32,274625,0.126819,37.32494,111080.7,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,4913,0.006072,2.365662,1736.636,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,35937,0.015573,14.32009,13887.39,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,f90,openacc,manu.def,separate,baseline,,64,274625,0.101127,34.57393,111087.8,,,,mizuho/Miyabi/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.2896746,2.614712335841665,8.292404e-09,0.98,71.47,5.8,Kokkos/src-cpp_B1/run_M-C/run.sh.o1425086
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1676098,4.518922819548737,8.292404e-09,0.67,55.35,5.22,Kokkos/src-cpp_B1/run_M-C/run.sh.o1425086
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1416223,5.348139028952361,8.292404e-09,0.64,52.54,4.96,Kokkos/src-cpp_B1/run_M-C/run.sh.o1425086
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02715667,27.89059741124372,8.292404e-09,0.43,1.76,1.56,Kokkos/src-cpp_B1/run_M-G_CPU/run.sh.o1424585
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02703475,28.016377070252176,8.292404e-09,0.4,2.27,1.04,Kokkos/src-cpp_B1/run_M-G_CPU/run.sh.o1424585
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.0280399,27.012070299822753,8.292404e-09,0.4,2.51,0.85,Kokkos/src-cpp_B1/run_M-G_CPU/run.sh.o1424585
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04607778,16.437765664925696,8.292404e-09,1.03,0.51,0.51,Kokkos/src-cpp_B1/run_M-G_GPU/run.sh.o1424608
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04646796,16.299741800586897,8.292404e-09,0.85,0.56,0.41,Kokkos/src-cpp_B1/run_M-G_GPU/run.sh.o1424608
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04636082,16.337410554860764,8.292404e-09,0.84,0.46,0.5,Kokkos/src-cpp_B1/run_M-G_GPU/run.sh.o1424608
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-c(Intel),64,274625,0.08096936,9.354350213463462,8.292404e-09,0.76,47.81,5.05,Kokkos/src-cpp_C2/run_M-C/run.sh.o1452764
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-c(Intel),64,274625,0.1294103,5.852824311511525,8.292404e-09,0.63,51.62,4.88,Kokkos/src-cpp_C2/run_M-C/run.sh.o1452764
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-c(Intel),64,274625,0.08442752,8.971195055830135,8.292404e-09,0.58,45.87,4.95,Kokkos/src-cpp_C2/run_M-C/run.sh.o1452764
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02454947,30.852631441737845,8.292404e-09,0.43,2.3,0.83,Kokkos/src-cpp_C2/run_M-G_CPU/run.sh.o1452897
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.025432,29.781997090279965,8.292404e-09,0.39,2.41,0.76,Kokkos/src-cpp_C2/run_M-G_CPU/run.sh.o1452897
Kokkos,miyabi,cpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02380143,31.82227916557955,8.292404e-09,0.39,2.15,0.9,Kokkos/src-cpp_C2/run_M-G_CPU/run.sh.o1452897
Kokkos,miyabi,gpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.03215983,23.551609259128547,8.292404e-09,0.89,0.43,0.47,Kokkos/src-cpp_C2/run_M-G_GPU/run.sh.o1452816
Kokkos,miyabi,gpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.0322796,23.464223534368458,8.292404e-09,0.74,0.56,0.27,Kokkos/src-cpp_C2/run_M-G_GPU/run.sh.o1452816
Kokkos,miyabi,gpu,cpp,kokkos,team/cpu-chunk-sweep,kokkos-default,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.03226687,23.473480693974963,8.292404e-09,0.74,0.54,0.31,Kokkos/src-cpp_C2/run_M-G_GPU/run.sh.o1452816
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04529573,16.7215706646079,8.292404e-09,0.95,0.4,0.47,Kokkos/src-cpp_B3/run_M-G_GPU/run.sh.o1424610
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04511417,16.78886589291125,8.292404e-09,0.75,0.42,0.36,Kokkos/src-cpp_B3/run_M-G_GPU/run.sh.o1424610
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04535746,16.69881316105443,8.292404e-09,0.75,0.4,0.38,Kokkos/src-cpp_B3/run_M-G_GPU/run.sh.o1424610
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-c(Intel),64,274625,0.111707,6.7803785796771905,8.292404e-09,0.8,50.97,5.01,Kokkos/src-cpp_B2/run_M-C/run.sh.o1452754
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-c(Intel),64,274625,0.1913152,3.958994110243201,8.292404e-09,0.7,57.84,5.2,Kokkos/src-cpp_B2/run_M-C/run.sh.o1452754
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-c(Intel),64,274625,0.09229671,8.206313637831727,8.292404e-09,0.6,47.41,4.41,Kokkos/src-cpp_B2/run_M-C/run.sh.o1452754
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02690034,28.15636345116828,8.292404e-09,0.43,2.81,0.47,Kokkos/src-cpp_B2/run_M-G_CPU/run.sh.o1452894
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02714271,27.904942063633293,8.292404e-09,0.39,2.74,0.54,Kokkos/src-cpp_B2/run_M-G_CPU/run.sh.o1452894
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.03079296,24.597042635719333,8.292404e-09,0.4,2.98,0.57,Kokkos/src-cpp_B2/run_M-G_CPU/run.sh.o1452894
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.04426412,17.111279971227262,8.292404e-09,0.94,0.56,0.39,Kokkos/src-cpp_B2/run_M-G_GPU/run.sh.o1452887
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.04457292,16.992733480328415,8.292404e-09,0.75,0.56,0.29,Kokkos/src-cpp_B2/run_M-G_GPU/run.sh.o1452887
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.04442034,17.0511020401915,8.292404e-09,0.71,0.49,0.33,Kokkos/src-cpp_B2/run_M-G_GPU/run.sh.o1452887
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04704167,16.100953686380606,8.292404e-09,1.78,1.28,0.4,Kokkos/src-cpp_A3/run_M-G_GPU/run.sh.o1451954
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04830434,15.680076572829687,8.292404e-09,1.54,1.25,0.29,Kokkos/src-cpp_A3/run_M-G_GPU/run.sh.o1451954
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04793304,15.801537937088906,8.292404e-09,1.54,1.24,0.31,Kokkos/src-cpp_A3/run_M-G_GPU/run.sh.o1451954
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04291794,17.64799871568859,8.292404e-09,0.95,0.42,0.47,Kokkos/src-cpp_C3/run_M-G_GPU/run.sh.o1424612
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04293842,17.63958128873862,8.292404e-09,0.75,0.41,0.37,Kokkos/src-cpp_C3/run_M-G_GPU/run.sh.o1424612
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm,kokkos-uvm,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04276952,17.709241300814224,8.292404e-09,0.76,0.38,0.4,Kokkos/src-cpp_C3/run_M-G_GPU/run.sh.o1424612
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.2587617,2.9270782731756673,8.292404e-09,0.95,66.1,6.51,Kokkos/src-cpp_C1/run_M-C/run.sh.o1424534
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1404971,5.39097070330989,8.292404e-09,0.65,52.45,5.34,Kokkos/src-cpp_C1/run_M-C/run.sh.o1424534
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1742785,4.346007970002037,8.292404e-09,0.68,56.02,5.15,Kokkos/src-cpp_C1/run_M-C/run.sh.o1424534
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02575533,29.408116688856246,8.292404e-09,0.43,2.83,0.45,Kokkos/src-cpp_C1/run_M-G_CPU/run.sh.o1424587
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02540359,29.815303663773506,8.292404e-09,0.4,2.38,0.88,Kokkos/src-cpp_C1/run_M-G_CPU/run.sh.o1424587
Kokkos,miyabi,cpu,cpp,kokkos,team/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,0.02562068,29.562671638691867,8.292404e-09,0.4,2.88,0.37,Kokkos/src-cpp_C1/run_M-G_CPU/run.sh.o1424587
Kokkos,miyabi,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04353253,17.398845185428,8.292404e-09,1.0,0.49,0.52,Kokkos/src-cpp_C1/run_M-G_GPU/run.sh.o1424611
Kokkos,miyabi,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04375179,17.31165170613591,8.292404e-09,0.86,0.58,0.4,Kokkos/src-cpp_C1/run_M-G_GPU/run.sh.o1424611
Kokkos,miyabi,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04397982,17.221892904518484,8.292404e-09,0.86,0.55,0.43,Kokkos/src-cpp_C1/run_M-G_GPU/run.sh.o1424611
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.0332566,22.77490032053788,8.292404e-09,0.86,0.37,0.4,Kokkos/src-cpp_C4/run_M-G_GPU/run.sh.o1452869
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.03257487,23.251535616258792,8.292404e-09,0.67,0.39,0.28,Kokkos/src-cpp_C4/run_M-G_GPU/run.sh.o1452869
Kokkos,miyabi,gpu,cpp,kokkos,team/uvm-chunk-sweep,kokkos-uvm,chunk-sweep,node=miyabi-g(GH200-GPU),64,274625,0.03302841,22.93224984187855,8.292404e-09,0.68,0.41,0.28,Kokkos/src-cpp_C4/run_M-G_GPU/run.sh.o1452869
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.0449738,16.841266470700717,8.292404e-09,0.94,0.42,0.44,Kokkos/src-cpp_B4/run_M-G_GPU/run.sh.o1452786
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.04493905,16.8542893096316,8.292404e-09,0.76,0.38,0.41,Kokkos/src-cpp_B4/run_M-G_GPU/run.sh.o1452786
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/uvm-tile-sweep,kokkos-uvm,tile-sweep,node=miyabi-g(GH200-GPU),64,274625,0.04472017,16.936781546223997,8.292404e-09,0.76,0.45,0.33,Kokkos/src-cpp_B4/run_M-G_GPU/run.sh.o1452786
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1658863,4.565872829763519,8.292404e-09,0.85,57.88,5.24,Kokkos/src-cpp_A1/run_M-C/run.sh.o1452324
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.3140098,2.412076788686213,8.292404e-09,0.81,71.66,5.41,Kokkos/src-cpp_A1/run_M-C/run.sh.o1452324
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-c(Intel),64,274625,0.1774678,4.267905219989204,8.292404e-09,0.67,56.99,4.11,Kokkos/src-cpp_A1/run_M-C/run.sh.o1452324
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,1.463419,0.5175658850951095,8.292404e-09,3.0,120.25,8.26,Kokkos/src-cpp_A1/run_M-G_CPU/run.sh.o1452219
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,1.261028,0.6006335703886035,8.292404e-09,2.79,111.33,2.71,Kokkos/src-cpp_A1/run_M-G_CPU/run.sh.o1452219
Kokkos,miyabi,cpu,cpp,kokkos,range/baseline,kokkos-default,baseline,"node=miyabi-g(GH200-CPU,OMP-only)",64,274625,1.259191,0.6015098186057556,8.292404e-09,2.76,112.98,1.04,Kokkos/src-cpp_A1/run_M-G_CPU/run.sh.o1452219
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04633736,16.34568197238686,8.292404e-09,1.76,1.36,0.41,Kokkos/src-cpp_A1/run_M-G_GPU/run.sh.o1451941
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.0465557,16.269022912339413,8.292404e-09,1.55,1.31,0.35,Kokkos/src-cpp_A1/run_M-G_GPU/run.sh.o1451941
Kokkos,miyabi,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,node=miyabi-g(GH200-GPU),64,274625,0.04665323,16.235012023819145,8.292404e-09,1.6,1.44,0.27,Kokkos/src-cpp_A1/run_M-G_GPU/run.sh.o1451941
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,4913,7.357622e-03,1.952316e+00,9.543651e-09,2.400000e+00,8.200000e-01,2.060000e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,35937,1.410062e-02,1.581541e+01,7.210672e-09,2.370000e+00,6.700000e-01,2.020000e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,274625,7.319524e-02,4.776751e+01,8.292404e-09,3.570000e+00,1.780000e+00,2.050000e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,64,2146689,7.969591e-01,6.965742e+01,8.738957e-09,1.303000e+01,1.104000e+01,2.140000e+00,../results/wisteria/kokkos-mdrange-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,4913,7.897570e-03,1.818838e+00,9.543651e-09,2.570000e+00,6.300000e-01,2.100000e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,35937,1.428849e-02,1.560746e+01,7.210672e-09,2.360000e+00,6.200000e-01,2.090000e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,274625,7.305900e-02,4.785659e+01,8.292404e-09,3.660000e+00,1.820000e+00,2.060000e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/baseline,kokkos-default,baseline,,64,2146689,7.938166e-01,6.993317e+01,8.738957e-09,1.311000e+01,1.104000e+01,2.210000e+00,../results/wisteria/kokkos-range-baseline.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,64,4913,9.306294e-03,1.543515e+00,9.543651e-09,2.320000e+00,8.200000e-01,2.040000e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,64,35937,1.476638e-02,1.510235e+01,7.210672e-09,2.380000e+00,6.800000e-01,2.030000e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,64,274625,7.388461e-02,4.732183e+01,8.292404e-09,3.580000e+00,1.770000e+00,2.080000e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,64,2146689,8.292088e-01,6.694829e+01,8.738957e-09,1.295000e+01,1.109000e+01,2.140000e+00,../results/wisteria/kokkos-range-uvm.log
Kokkos,wisteria,gpu,cpp,kokkos,team/baseline,kokkos-default,baseline,,64,4913,9.695029e-03,1.481626e+00,9.543651e-09,2.380000e+00,7.600000e-01,2.100000e+00,../results/wisteria/kokkos-team-baseline.log
