category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.645810e-01,1.321469e+01,8.292404e-09,4.725020e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.726970e-01,1.282139e+01,8.292404e-09,4.821280e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.679002e-01,1.305096e+01,8.292404e-09,4.774880e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,6.305933e-03,2.277919e+00,9.543651e-09,2.378900e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,6.289959e-03,2.283704e+00,9.543651e-09,2.623400e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,7.497072e-03,1.916002e+00,9.543651e-09,2.260700e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.796889e-02,1.241073e+01,7.210672e-09,5.700600e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.518679e-02,1.468428e+01,7.210672e-09,6.187200e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.519608e-02,1.467530e+01,7.210672e-09,5.336800e-02,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.725489e-01,1.282836e+01,8.292404e-09,4.800270e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.679570e-01,1.304819e+01,8.292404e-09,4.735740e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,cpp,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.656641e-01,1.316081e+01,8.292404e-09,4.689060e-01,0.000000e+00,0.000000e+00,fem/results/miyabi/cpu-Cpp_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,4913,7.202864E-03,2.607048E+00,3.919446E-09,3.303099E-02,1.679292E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,4913,6.695986E-03,2.804398E+00,3.919446E-09,2.155495E-02,7.340600E-01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,4913,6.475925E-03,2.899696E+00,3.919446E-09,2.951097E-02,1.583755E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,35937,1.455903E-02,1.965733E+01,9.508550E-09,5.584097E-02,1.800301E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,35937,1.385498E-02,2.065623E+01,9.508550E-09,5.578995E-02,1.719727E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,35937,1.560402E-02,1.834089E+01,9.508550E-09,5.790997E-02,1.972671E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.397480E-01,1.959625E+01,9.672569E-09,4.875140E-01,2.884062E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.388859E-01,1.966697E+01,9.672569E-09,4.883468E-01,2.863609E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),32,274625,2.392170E-01,1.963974E+01,9.672569E-09,4.926200E-01,2.932688E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,6.465912E-03,2.221559E+00,9.543651E-09,3.341389E-02,1.767701E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,6.020069E-03,2.386086E+00,9.543651E-09,2.577615E-02,1.160951E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,4913,5.719900E-03,2.511303E+00,9.543651E-09,2.109003E-02,6.604160E-01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.420999E-02,1.569369E+01,7.210672E-09,5.686498E-02,1.822471E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.496291E-02,1.490399E+01,7.210672E-09,6.712508E-02,2.853963E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,35937,1.487708E-02,1.498998E+01,7.210672E-09,6.647611E-02,2.736452E+00,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.577171E-01,1.356664E+01,8.292404E-09,5.099511E-01,3.126249E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.582560E-01,1.353833E+01,8.292404E-09,5.190239E-01,3.187047E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
non-Kokkos,miyabi,cpu,f90,openmp-cpu,,cpu-only,baseline,node=miyabi-c(Intel),64,274625,2.579160E-01,1.355618E+01,8.292404E-09,5.144689E-01,3.124763E+01,0.000000E+00,fem/results/miyabi/cpu-F_openmp-cpu.log
